Gambia,3,en Gambia se habla:,Ingles,Español,Coreano
Gambia,4,la religión más seguida es:,Musulman,Catolica,Arabe
Gambia,5,fueron personas acusadas de brujeria en gambia:,2019,2021,3020
Antigua y Barbuda,1,son un conjunto de :,Islas,Libros,Regiones
Antigua y Barbuda,2,es el sexto pais más rico de :,America del norte,Europa,Africa
Antigua y Barbuda,3,han estado habitadas desde hace :,5000años,100años,8000años
Antigua y Barbuda,4,está en el mar _____:,Caribe,Pacifico,Atlantico
Antigua y Barbuda,5,cuál es la capital de Antigua y Barbuda?,Saint John,Potters Village,All Saints
Japón,1,cual es la estacion mas transitada de japon?,Shinjuku,Tokyo,Hyuga
Japón,2,una forma de promover la cultura es a traves del?,Cosplay,Deporte,Baile
Japón,3,estatua emblematica de shibuya japon?,Hachiko,Deikanon,Daibutsu
Japón,4,deporte nacional,Sumo,Futbol,Karate
Japón,5,E_n que océano se encuentra ibucada esta nacion insular,Pacífico,Indico,Antartico
Aland,1,moneda que usan en el pais Aland,Europa,Libra,Peso
Aland,2,capital de Aland,Mariehanm,Maryhamm,Marieham
Aland,3,En que mar esta situado este archipielago?,Báltico,Caspio,Bering
Aland,4,es una provincia autonoma de...?,Finlandia,Irlanda,Eslovenia
Aland,5,Cual es el idioma oficial de Aland?,Sueco,Inglés,Alanés
Corea del Sur,1,flor nacional del pais corea del sur?,Hibiscus Syriacus,Centaurea Cyanus,Papaver Rhoeas
Corea del Sur,2,mayor prioridad para corea del sur?,Educación,Cultura,Deporte
Corea del Sur,3,hace parte de las grandes capitales...?,Tecnológicas,Gastronómicas,Ecológicas
Corea del Sur,4,capital de corea del sur?,Seul,Bratislava,Omán
Corea del Sur,5,Es lider mundial en la industria de:,Construccion Naval,Construcción Balística,Construcción aeronautica
Seychelles,1,seychelles ha sido destino principal de...?,Piratas,Aves,Monos
Seychelles,2,la isla aldabra situada en seychelles tiene un gran,Atolon Coralino,Atolon de maldivas,Atolon de bikini
Seychelles,3,donde se encuentra ubicado seychelles?,África,Oceania,Europa
Seychelles,4,que capital tiene seychelles,Victoria,Sofía,Daca
Seychelles,5,Moneda nacional de Seychelles,Rupia,Dólar,Europa
Gibraltar,1,famoso que se casó en gibraltar,Hohn Lennon,Marie Curie,Marie Kondo
Gibraltar,2,sorprendido quedarás al saber que tiene la ___ mas austral de europa,Mezquita,Basílica,Torre
Gibraltar,3,idioma oficial de gibraltar?,inglés,Francés,Llanito
Gibraltar,4,dentro de su territorio tiene varias playas artificiales, una de ellas es?,Sandy Bay,Sunny Beach,Ocean Dome
Gibraltar,5,El 10 de Septiembre se visten de rojo y blanco para celebrar:,Día Nacional,Dia de las flores,Dia de la sangre
Siria,1,Antes de la guerra civil era el unico pais sin guerras internas ni conflictos,Siria,Israel,Afganistán
Siria,2,ha admitido sin ninguna discriminacion por politica ni religion a refugiados...?,Iraquíes,Afganos,Armenios
Siria,3,cuantos papas ha sacado siria en su historia?,Cinco,Ocho,Ninguno
Siria,4,no tiene deudas con quien?,FMI,ICBC,HSBC
Siria,5,En qué continente se encuentra ubicada siria?,Asia,Europa,Oceanía
República Checa,1,tiene el consumo de ______ mas alto del mundo,Cerveza,Tabaco,Azulejos
República Checa,2,es uno de los paises menos...?,Religiosos,Enfermos,Famosos
República Checa,3,"que ciudad de republica checa es conocida como ""la ciudad mas bella del mundo""?",Praga,Bergen,Estambul
República Checa,4,por que es conocida mundialmente?,Castillos,Casas,Gente
República Checa,5,El castillo de praga es conocido como el castillo antiguo mas:,Grande del mundo,Pequeño del mundo,Mortorio
