Corea del Norte,4,Que idioma usan en Corea del Norte?,     Coreano,    Mandarin,    Tailandes
Corea del Norte,5,Cual es la capital de corea del norte?,     Pionyang,    Seul,    Kaesong
Libano,1,En cual continente esta ubicado Libano?,     Asia,    Africa,    Oceania
Libano,2,Cual es la capital de Libano?,     Beirut,    Baalbek,    Tiro
Libano,3,Cual es la religion mas seguida en Libano?,     Islam,    Budismo,    Ninguna
Libano,4,Libano es ____ mas pequeño de oriente proximo:,     El pais,    La ciudad,    La isla
Libano,5,Libano es el unico pais del mundo que habla ______ que no tiene dictador:,     Arabe,    Mandarin,    Tailandes
Gambia,1,Gambia es conocida como la costa sonriente de _____:,     Asia,    Oceania,    Africa
Gambia,2,Gambia es el pais mas _____ de africa:,     Africa,    Oceania,    Asia
Gambia,3,En Gambia se habla:,     Ingles,    Espaniol,    Coreano
Gambia,4,La religion mas seguida en gambia es:,     Musulman,    Catolica,    Arabe
Gambia,5,Fueron personas acusadas de brujeria en gambia:,2019,2021,3020
Antigua y Barbuda,1,Antigua y Barbuda son un conjunto de :,     Islas,    Libros,    Regiones
Antigua y Barbuda,2,Antigua y Barbuda es el sexto pais mas rico de :,     America del norte,    Europa,    Africa
Antigua y Barbuda,3,Antigua y Barbuda han estado habitadas desde hace :,    5000 anios,    100 anios,    8000 anios
Antigua y Barbuda,4,Antigua y Barbuda se encuentra en el mar _____:,    Caribe,    Pacifico,    Atlantico
Antigua y Barbuda,5,Cual es la capital de Antigua y Barbuda?,    Saint John,    Potters Village,    All Saints
Japon,1,Cual es la estacion mas transitada de japon?,     Shinjuku,    Tokyo,    Hyuga
Japon,2,Una forma de promover la cultura en Japon es a traves del?,     Cosplay,    Deporte,    Baile
Japon,3,Cual es la estatua emblematica de shibuya japon?,     Hachiko,    Deikanon,    Daibutsu
Japon,4,Deporte nacional de Japon,    Sumo,    Futbol,    Karate
Japon,5,En que oceano se encuentra ubicado Japon,     Pacifico,    Indico,    Antartico
Aland,1,Moneda que usan en el pais Aland,     Europa,    Libra,    Peso
Aland,2,Capital de Aland,    Mariehanm,    Maryhamm,    Marieham
Aland,3,En que mar esta situado Aland?,    Baltico,    Caspio,    Bering
Aland,4,Es una provincia autonoma de...?,    Finlandia,    Irlanda,    Eslovenia
Aland,5,Cual es el idioma oficial de Aland?,    Sueco,    Ingles,    Alanes
Corea del Sur,1,Flor nacional del pais corea del sur?,    Hibiscus Syriacus,    Centaurea Cyanus,    Papaver Rhoeas
Corea del Sur,2,Mayor prioridad para corea del sur?,     Educacion,    Cultura,    Deporte
Corea del Sur,3,Corea del sur hace parte de las grandes capitales...?,    Tecnologicas,    Gastronomicas,    Ecologicas
Corea del Sur,4,Capital de corea del sur?,    Seul,    Bratislava,    Oman
Corea del Sur,5,Corea del sur es lider mundial en la industria de:,    Construccion Naval,    Construccion Balistica,    Construccion aeronautica
Seychelles,1,Seychelles ha sido destino principal de...?,    Piratas,    Aves,    Monos
Seychelles,2,La isla aldabra situada en seychelles tiene un gran,    Atolon Coralino,    Atolon de maldivas,    Atolon de bikini
Seychelles,3,Donde se encuentra ubicado seychelles?,    Africa,    Oceania,    Europa
Seychelles,4,Que capital tiene seychelles,    Victoria,    Sofia,    Daca
Seychelles,5,Moneda nacional de Seychelles,    Rupia,    Dolar,    Europa
Gibraltar,1,Famoso que se caso en gibraltar,    John Lennon,    Marie Curie,    Marie Kondo
Gibraltar,2,Gibraltar tiene la ___ mas austral de europa,    Mezquita,    Basilica,    Torre
Gibraltar,3,Idioma oficial de gibraltar?,    Ingles,    Frances,    Llanito
Gibraltar,4,Gibraltar dentro de su territorio tiene varias playas artificiales, una de ellas es?,    Sandy Bay,    Sunny Beach,    Ocean Dome
Gibraltar,5,En Gibraltar el 10 de Septiembre se visten de rojo y blanco para celebrar:,    Dia Nacional,    Dia de las flores,    Dia de la sangre
Siria,1,Antes de la guerra civil era el unico pais sin guerras internas ni conflictos,    Siria,    Israel,    Afganistan
Siria,2,Siria ha admitido sin ninguna discriminacion por politica ni religion a refugiados...?,    Iraquies,    Afganos,    Armenios
Siria,3,Cuantos papas ha sacado siria en su historia?,     Cinco,    Ocho,    Ninguno
Siria,4,Siria no tiene deudas con quien?,    FMI,    ICBC,    HSBC
Siria,5,En que continente se encuentra ubicada siria?,    Asia,    Europa,    Oceania
Republica Checa,1,Republica Checa tiene el consumo de ______ mas alto del mundo,    Cerveza,    Tabaco,    Azulejos
Republica Checa,2,Republica checa es  uno de los paises menos...?,    Religiosos,    Enfermos,    Famosos
Republica Checa,3,Que ciudad de republica checa es conocida como ""la ciudad mas bella del mundo""?",    Praga,    Bergen,    Estambul
Republica Checa,4,Por que es conocida Republica Checa mundialmente?,    Castillos,    Casas,    Gente
Republica Checa,5,El castillo de praga es conocido como el castillo antiguo mas:,Grande del mundo,    Pequeño del mundo,    Mortorio
